List of importing markets for a product exported by Mali Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Malaysia	5,014	5,108	4,587	14,954	14,503	1,938	5,087	2,546		24,146	16,527	129,280	
Malta	0	33,086	0	0	13	30	0	0		0	0	0	
Marshall Islands	0	0	0	0	0	0	0	0		9	0	0	
Mauritania	2,031	1,244	1,693	4,367	1,176	12,982	1,506	3,074		8,202	6,389	7,293	
Mauritius	1,488	1,769	858	0	634	2,621	3,563	1,474		1,197	21	178	
Mexico	0	0	9	3	0	0	0	0		210	0	20	
Morocco	1,198	614	765	4,821	2,208	8,052	6,674	5,811		1,917	15,096	9,212	
Mozambique	0	435	0	0	51	0	0	0		0	0	0	
Myanmar	4	0	0	0	0	0	0	0		0	0	0	
Namibia	0	0	0	0	0	0	0	0		0	0	0	
Nauru	0	0	0	0	0	4	0	0		0	0	0	
Nepal	0	0	0	0	0	0	0	0		0	0	0	
Netherland Antilles	0	0	0	0	0	0	0	0		0	0	0	
Netherlands	1,588	328	441	3,364	1,099	1,194	136	1,625		1,922	2,646	1,499	
New Caledonia	0	0	0	0	0	0	0	0		0	0	0	
New Zealand	0	0	49	0	0	48	26	0		40	0	81	
Nicaragua	0	37	0	0	0	0	0	0		0	0	0	
Niger	1,686	977	8,697	8,071	2,021	1,239	1,687	5,015		3,503	4,001	2,905	
Nigeria	2,208	50	2,022	1,470	516	65	1,885	577		1,083	1,330	2,392	
Norway	11	54	29	9	0	0	16	96		36	97	0	
Oceania Nes	0	0	0	0	0	0	0	0		0	0	0	
Oman	0	0	0	0	0	0	0	0		0	0	0	
Pakistan	0	433	5,394	33,005	7,706	2,759	30,137	16,453		20,479	6,542	517	
Panama	0	0	0	0	0	0	0	0		108	59	0	
Papua New Guinea	0	0	0	0	0	0	0	0		0	0	0	
Paraguay	0	0	0	0	0	0	0	0		0	0	0	
Peru	1,139	77	0	0	0	178	0	0		16	0	0	
Philippines	801	2,413	2,614	3,627	1,841	1,021	10	0		0	0	20	
Pitcairn	0	0	0	0	0	0	0	0		0	0	0	
Poland	1	216	0	0	0	26	77	123		392	2	1	
Portugal	2,641	4,204	3,140	1,002	505	5,350	920	1,321		800	646	18,575	
Qatar	0	0	2	0	0	0	0	5		152	45	0	
Republic of Moldova	0	0	0	0	0	0	0	0		0	0	0	
Romania	3	16	7	0	69	28	132	16		7	2	45	
Russian Federation	3	714	12	183	4	0	2	32		0	29,015	21,692	
Rwanda	3	9	30	4	0	0	0	3		6	0	27	
Saint Helena	0	0	0	0	0	0	0	0		0	0	266	
Saint Lucia	0	0	0	0	0	0	0	0		0	0	0	
Saint Vincent and the Grenadines	0	0	0	0	0	0	0	0		0	0	0	
Samoa	0	0	0	0	0	0	0	0		0	0	0	
Sao Tome and Principe	0	0	0	16	0	0	0	0		0	0	0	
Saudi Arabia	1	30	1	25	0	145	93	212		757	715	33,892	
Senegal	17,554	31,416	28,722	61,807	73,735	40,599	61,112	131,092		87,826	106,014	65,596	
Serbia and Montenegro	0	0	0	0	0	0	0	0		0	0	0	
Seychelles	0	0	0	0	0	0	0	0		0	0	0	
Sierra Leone	0	21	76	95	3	14	138	813		1,996	2,177	1,711	
Singapore	19	1,274	36,425	3,668	498	34	9	37		79	0	117	
Slovenia	39	77	656	1,136	292	270	745	64		0	0	0	
Somalia	0	0	0	0	0	0	0	0		0	0	0	
South Africa	213,636	1,804	17,732	304,667	375,003	1,083,956	965,983	1,390,108		1,139,153	1,349,260	1,351,834	
Spain	3,963	5,432	3,003	2,393	0	1,314	1,189	1,470		1,247	1,636	4,170	
Sri Lanka	0	804	10,477	0	0	0	0	0		0	0	0	
St. Pierre and Miquelon	0	0	0	0	0	0	0	0		0	0	0	
Sudan (North + South)	0	14	15	0	0	0	0	0		0	0	0	
Suriname	0	0	0	0	0	0	0	0		0	0	0	
Swaziland	0	0	0	0	0	0	0	5		0	375	97	
Sweden	0	20	20	58	81	74	455	187		64	10,053	1,328	
Switzerland	213,590	495,924	586,457	201,787	325,949	22,639	65,556	49,033		241,579	279,244	303,597	
Syrian Arab Republic	13	0	0	0	0	0	0	49		851	35	0	
Taipei, Chinese	12,963	3,617	1,670	13,504	12,863	17,139	5,349	1,898		5,620	2,904	1,838	
Tanzania, United Republic of	0	5	386	20	14	106	1	3		0	28	25	
Thailand	24,268	16,412	34,602	27,108	21,115	26,237	26,957	27,192		9,304	15,771	6,966	
Timor-Leste	0	0	0	0	0	0	0	0		0	0	0	
Togo	64	570	4,496	3,924	403	860	1,810	18,407		2,024	6,360	2,045	
Trinidad and Tobago	0	0	0	0	0	0	0	0		0	0	0	
Tunisia	741	910	1,412	2,484	1,380	1,735	1,125	2,363		726	689	2,263	
Turkey	0	7	38	76	1,791	672	257	190		1,160	2,718	2,894	
Turkmenistan	0	42	0	0	0	0	0	0		0	0	0	
Turks and Caicos Islands	0	0	0	0	0	0	0	0		0	0	0	
Tuvalu	0	0	0	0	0	0	0	0		0	0	0	
Uganda	4	0	1	0	0	33	0	0		0	123	0	
Ukraine	0	54	0	116	0	63	62	27		0	10,484	12,908	
United Arab Emirates	0	0	1,004	6,453	115	165	3	252		19,227	35,604	17,442	
United Kingdom	1,627	4,281	26,774	154	495	19,611	26,477	1,271		15,597	7,814	1,431	
United States Minor Outlying Islands	0	0	0	0	0	4	0	0		0	0	0	
United States of America	16,261	2,366	1,129	3,494	1,871	2,838	4,507	16,032		63,112	5,354	7,937	
Uruguay	0	0	0	27	0	0	0	0		0	0	0	
Vanuatu	0	0	0	0	0	0	0	0		0	18	0	
Venezuela	0	1,723	5,401	300	154	0	0	0		0	0	8	
Viet Nam	3,307	13,280	4,525	25,239	21,957	34,583	23,542	21,685		8,686	10,583	12,146	
Western Sahara	0	0	0	0	0	0	0	0		0	0	0	
Yemen	0	0	0	0	0	0	26	0		0	12	0	
Zambia	0	0	0	0	0	0	0	0		0	0	57	
Zimbabwe	0	0	0	0	0	1	0	0		0	0	6	
