List of importing markets for a product exported by Saint Vincent and the Grenadines Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Pakistan	0	0	0	0	0	0	0	0	0	0	0	0	
Panama	0	0	0	0	0	1	1	0	0	0	100	0	
Papua New Guinea	0	0	0	0	0	0	0	0	3	0	0	0	
Paraguay	0	0	0	0	0	0	22	0	0	0	0	0	
Peru	0	0	0	0	0	0	0	0	0	0	0	0	
Philippines	0	1	0	0	0	0	0	0	0	1	0	0	
Pitcairn	0	0	0	0	0	0	0	0	0	0	0	0	
Poland	0	0	0	0	0	0	0	0	0	0	0	0	
Portugal	0	0	0	0	0	0	0	0	0	0	0	0	
Republic of Moldova	0	0	0	0	0	0	0	0	0	0	0	0	
Romania	0	0	0	0	0	0	0	0	0	0	0	0	
Russian Federation	0	0	0	0	0	0	0	0	0	0	0	0	
Saint Helena	0	0	0	0	0	0	0	0	0	0	0	0	
Saint Kitts and Nevis	1,303	1,063	1,039	961	1,101	1,571	1,881	2,742	2,572	2,838	2,587	2,700	
Saint Lucia	3,635	3,473	3,927	4,207	4,362	4,585	10,736	7,693	9,061	8,555	8,541	11,012	
Saint Vincent and the Grenadines	0	0	0	0	0	0	0	0	0	0	0	0	
Sao Tome and Principe	0	0	0	0	0	0	0	0	0	0	0	0	
Saudi Arabia	0	0	19	0	0	0	0	0	0	0	0	0	
Senegal	0	0	0	0	0	0	0	1	0	0	0	0	
Serbia	0	0	0	0	0	0	0	0	0	0	0	0	
Serbia and Montenegro	0	0	0	0	0	0	0	0	0	0	0	0	
Seychelles	0	0	0	0	0	0	0	0	0	0	0	0	
Sierra Leone	0	0	0	0	0	0	15	0	1	22	9	0	
Singapore	0	0	0	0	10	0	0	0	2	1	0	16	
Slovakia	0	0	0	0	0	0	0	0	2	0	0	0	
Slovenia	0	0	0	0	0	0	0	0	0	0	0	0	
Somalia	0	0	0	0	0	0	0	0	0	0	0	0	
South Africa	0	2	1	0	0	0	0	0	46	10	51	0	
Spain	0	0	0	0	0	0	0	0	0	11	11	0	
Sri Lanka	0	0	0	0	0	0	0	0	0	0	0	0	
St. Pierre and Miquelon	0	0	0	0	0	0	0	0	0	0	0	0	
Sudan (North + South)	0	0	0	0	0	0	0	0	1	0	0	0	
Suriname	0	0	0	1	104	195	230	361	595	851	991	794	
Swaziland	0	0	0	0	0	0	0	0	9	0	0	0	
Sweden	0	0	0	72	0	33	1	0	12	0	0	0	
Switzerland	8	0	0	0	0	0	4	0	0	0	0	0	
Syrian Arab Republic	0	0	0	0	0	0	0	0	0	0	0	0	
Taipei, Chinese	0	0	0	0	11	32	0	31	0	30	124	46	
Tanzania, United Republic of	0	0	0	0	0	0	0	0	0	0	0	0	
Thailand	0	1	0	0	0	0	0	0	0	0	0	281	
Timor-Leste	0	0	0	0	0	0	0	0	0	0	0	0	
Tokelau	0	0	0	0	0	0	0	0	0	0	0	0	
Tonga	0	0	0	0	0	0	0	0	0	0	0	0	
Trinidad and Tobago	7,775	3,919	4,220	3,621	4,900	5,619	7,023	9,107	10,095	6,666	5,871	6,752	
Tunisia	0	0	0	0	0	0	0	0	0	0	0	0	
Turkey	0	0	0	0	0	0	0	0	0	0	0	0	
Turkmenistan	0	0	0	0	0	0	0	0	0	0	0	0	
Turks and Caicos Islands	60	42	12	1	1	0	19	2	2	5	0	49	
Tuvalu	0	0	0	0	0	0	0	0	0	0	0	0	
Uganda	0	0	0	0	0	0	0	0	0	0	0	0	
Ukraine	1	0	0	0	0	0	0	0	0	0	0	0	
United Arab Emirates	0	0	0	0	1	0	0	0	0	15	0	32	
United Kingdom	16,820	15,243	3,747	12,274	10,651	9,677	9,423	4,717	3,682	4,532	912	774	
United States Minor Outlying Islands	0	0	0	0	0	0	0	0	0	0	0	0	
United States of America	1,181	2,060	5,054	1,954	3,660	1,886	2,020	2,034	2,865	1,750	1,826	1,445	
Uruguay	0	0	0	0	0	0	0	0	3	0	0	0	
Uzbekistan	0	0	0	0	0	0	0	0	0	0	0	0	
Venezuela	65	30	42	26	32	680	71	14	34	87	86	25	
Viet Nam	0	0	0	0	0	0	0	0	0	91	98	80	
Western Sahara	0	0	0	0	0	0	0	0	0	0	0	0	
Yemen	0	0	0	0	0	0	0	0	0	0	0	0	
Zambia	0	0	0	0	0	0	0	0	0	0	0	0	
Zimbabwe	0	0	0	0	0	0	0	0	0	0	0	0	
