List of importing markets for a product exported by Azerbaijan Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Korea, Democratic People's Republic of	0	0	1	13	0	0	0	0	0	0	0	0	
Korea, Republic of	1,189	1	966	3,786	489	68,354	124,771	696,815	148,203	218,386	444,220	1,132	
Kuwait	0	0	0	0	0	2	0	0	667	19	60	14	
Kyrgyzstan	256	1,102	175	341	1,835	7,032	2,698	3,585	4,558	40,541	21,151	26,677	
Lao People's Democratic Republic	0	112	0	230	0	0	0	0	0	0	0	0	
Latvia	2,682	2,542	11,116	11,524	5,373	8,378	3,614	3,975	3,363	3,896	14,013	5,716	
Lebanon	8,569	2,573	6,713	15	4,453	15,175	6,004	14,612	17,589	53,556	32,328	31,179	
Liberia	0	0	0	0	0	0	0	0	0	0	0	0	
Libya	0	0	1,351	0	397	28	61	33,903	128,618	162,230	1	142,448	
Lithuania	1,240	3,121	4,872	6,047	4,941	2,774	5,115	5,318	1,276	2,056	5,026	2,685	
Luxembourg	0	4,538	7,731	13,542	5,828	0	0	0	51,263	127	131	173	
Macao, China	0	0	0	0	0	0	0	0	0	0	0	0	
Macedonia, The Former Yugoslav Republic of	0	47	1	0	0	0	0	0	0	1	0	0	
Madagascar	0	0	0	0	0	0	0	0	0	0	0	0	
Malawi	0	0	0	0	0	0	0	0	0	0	0	0	
Malaysia	0	4	1	17	246	0	40	0	387,557	740,784	663,990	370,669	
Maldives	0	0	0	0	0	0	0	0	0	0	0	5	
Malta	8,669	30,173	12,510	15,980	41,688	22,442	119,637	113,451	83,473	116,510	268,578	51,685	
Marshall Islands	424	0	0	0	0	0	0	0	0	0	0	0	
Mauritania	0	0	0	0	0	25	0	0	0	0	0	0	
Mauritius	0	0	0	0	0	0	0	0	0	0	0	0	
Mexico	0	0	992	2	0	0	18	5	21	95	32	544	
Mongolia	316	0	0	0	60	14	23	28	520	348	484	578	
Montenegro	0	0	0	0	0	0	0	0	0	0	4	2	
Morocco	24,282	0	0	0	22	0	0	0	49,306	0	99,244	0	
Mozambique	0	0	0	0	0	0	0	0	0	6	331	0	
Myanmar	0	0	0	0	0	0	1	0	0	0	0	0	
Namibia	0	0	0	0	0	0	0	0	0	70	0	0	
Nauru	0	0	0	0	0	0	0	0	0	0	0	0	
Nepal	0	1	0	0	1	0	97	0	0	0	0	0	
Netherland Antilles	0	0	0	0	0	0	0	0	0	6	0	0	
Netherlands	15,607	9,578	6,373	14,324	2,803	14,642	7,352	1,353,423	66,099	128,902	6,808	10,849	
New Caledonia	0	0	0	0	0	0	0	0	0	0	0	0	
New Zealand	2	0	2	12	3	5	2,521	2,873	1,733	104	55	120	
Nicaragua	0	0	0	0	0	0	0	0	3	0	0	0	
Niger	0	282	0	0	0	0	0	0	1	0	0	0	
Nigeria	604	385	0	2	992	55	2	24,182	10	67	29	33	
Niue	0	0	0	0	0	0	0	0	0	0	0	0	
Norway	1,798	1,030	2,264	1,174	1,605	686	66	109,083	92	1,171	269	2,510	
Oman	0	5	0	0	0	370	14	1	30	30	4,226	1,709	
Pakistan	3,584	2,530	20	4	679	925	1,236	25	140	85	7	15	
Palestine, State of	0	0	0	0	0	0	0	0	0	0	0	0	
Panama	0	0	0	0	32	0	26	4,250	254	17	46	281	
Papua New Guinea	0	0	13	0	0	0	0	0	0	0	0	1	
Paraguay	0	0	0	0	0	0	16	0	0	0	0	0	
Peru	0	0	0	0	0	96	0	0	0	0	1	10	
Philippines	2	0	0	4	0	4	15	0	0	24	646	35	
Poland	1,507	1,636	2,831	2,640	7,365	4,066	3,792	89,925	7,505	5,771	3,110	3,483	
Portugal	0	2,984	31	2,933	8,546	19,215	0	260,992	28,457	224,613	324,860	243,085	
Qatar	0	214	6	6	0	120	10	5	1	63	24	1,525	
Republic of Moldova	70	160	140	141	202	339	109	320	3,746	178	2,543	252	
Romania	9,041	28,354	1,642	82,295	119,120	80,122	85,401	161,078	55,024	94,250	53,042	59,601	
Russian Federation	77,558	95,688	147,822	209,760	285,416	344,259	527,122	582,871	744,952	773,552	1,187,357	959,838	
Rwanda	0	2	0	0	0	0	0	0	0	0	0	0	
Saint Kitts and Nevis	0	0	0	0	0	0	0	0	0	0	0	0	
Sao Tome and Principe	0	0	0	0	0	0	0	0	0	0	0	0	
Saudi Arabia	41	0	78	0	63	1	0	116	1,175	144	10,560	89	
Senegal	0	0	0	7,727	0	0	0	0	0	0	0	0	
Serbia	0	0	0	0	0	0	0	0	0	3	15	22	
Serbia and Montenegro	1,291	2,606	0	0	0	0	0	0	0	0	0	0	
Seychelles	0	0	578	3,077	0	0	7	0	0	0	56	1	
Sierra Leone	0	17	0	0	0	0	0	0	0	40	33	84	
Singapore	33	821	101	2,771	123,094	33,969	9,227	23,730	5,423	510,877	887	250,362	
Slovakia	266	985	983	709	956	162	40	55	1,052	355	146	5	
Slovenia	1,689	4,811	7,084	11,450	3,764	3,463	0	82,121	60,454	4	6	18	
Somalia	0	0	0	0	0	0	0	0	0	0	0	0	
South Africa	45	0	91	9	0	1	2	59,934	55	10	0	4	
Spain	101,816	103,990	43,329	5,611	75,975	52,838	52,826	1,497,693	316,598	178,522	283,793	66,912	
Sri Lanka	14	2	69	5	0	10	0	0	0	0	0	0	
Sudan (North + South)	0	0	0	0	109	20	1,160	340	5	0	0	11	
Suriname	0	38	0	0	0	0	0	0	0	0	0	0	
Swaziland	0	0	0	0	0	0	0	0	0	0	0	0	
Sweden	64	0	6	9	282	78	38	62,842	4,081	99	601	82	
Switzerland	7,720	20,368	297	2,487	1,712	4,827	5,253	1,123	1,903	12,638	86,084	1,215	
Syrian Arab Republic	0	51	916	6,622	288	5	18,057	13	13	110	84	13	
Taipei, Chinese	13	1	0	20	4	13	28	353,921	680,392	294,606	8	650,104	
Tajikistan	12,113	27,979	34,442	46,487	78,937	130,897	51,565	45,602	8,094	8,181	13,212	43,990	
Tanzania, United Republic of	0	0	0	0	0	0	0	0	0	0	3	4	
Thailand	3	304	1	56	13	34,787	5	77,209	285	194,397	135,375	343,709	
Togo	0	0	0	0	0	0	0	25,034	0	0	0	0	
Trinidad and Tobago	32	0	0	0	0	6	7	3	6	17	1	44	
Tunisia	1,931	0	0	228	0	15,423	161	0	0	2,086	0	247,233	
Turkey	67,382	83,397	107,036	182,622	275,959	388,145	1,056,323	626,157	107,588	170,894	455,761	600,025	
Turkmenistan	12,047	8,667	5,827	143,421	273,584	9,525	13,600	21,002	37,477	200,678	43,922	58,916	
Turks and Caicos Islands	0	0	14	0	0	0	0	12	0	0	0	0	
Tuvalu	0	2	0	0	0	0	0	0	0	0	0	0	
Ukraine	6,841	12,982	21,204	12,256	35,794	38,404	29,188	172,126	184,043	888,638	909,326	86,228	
United Arab Emirates	10,214	7,162	6,027	7,983	15,430	11,620	4,716	32,217	20,206	14,913	13,757	14,291	
United Kingdom	35,443	9,087	7,660	6,599	4,500	5,596	3,083	925,926	196,883	6,442	15,872	326,657	
United States Minor Outlying Islands	0	0	0	0	0	0	0	0	0	0	0	0	
United States of America	13,662	51,975	63,864	25,992	43,158	98,191	289,170	6,014,258	1,746,805	1,706,574	2,274,530	1,600,830	
Uruguay	0	0	0	0	0	0	0	0	0	0	0	0	
Uzbekistan	3,108	3,830	1,476	2,806	2,844	6,858	4,455	7,454	5,769	20,301	21,882	11,523	
Vanuatu	0	0	0	0	0	0	0	0	0	0	0	0	
Venezuela	0	10	0	6	0	421	98	0	12	8	0	103	
Viet Nam	317	242	183	49	70	249	17,081	24,944	7,532	42	13,565	19,440	
Yemen	0	13	4,677	2,219	3,394	2,239	0	35	0	0	0	108	
Zambia	0	0	0	0	0	0	0	0	0	0	0	0	
Zimbabwe	0	0	0	0	0	0	0	0	0	0	0	0	
