List of importing markets for a product exported by Cameroon Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Cabo Verde	1,293	0	1,898	0	0	78	0	35	0	0	0	0	
Cambodia	0	0	0	0	0	0	916	0	0	0	0	0	
Cameroon	0	0	0	0	0	0	0	0	0	0	0	0	
Canada	7,504	180	876	7,288	2,936	992	2,986	489	300	1,489	2,933	4,017	
Central African Republic	5,191	14,304	13,126	11,365	11,304	15,533	25,349	19,062	20,033	53,750	24,789	33,180	
Chad	11,577	38,992	45,904	27,658	26,169	28,659	95,946	43,378	52,421	337,835	53,542	78,348	
Chile	0	0	0	0	0	0	134	0	0	0	7	0	
China	102,973	78,266	98,585	62,830	68,365	121,535	96,485	160,229	136,276	329,561	181,886	652,972	
Christmas Islands	0	0	0	0	0	0	0	0	0	133	0	0	
Cocos (Keeling) Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Colombia	0	110	0	6	45	0	0	0	251	0	26,794	0	
Comoros	25	17	0	0	19	49	363	248	184	99	163	100	
Congo	18,816	21,337	20,456	22,521	20,854	23,526	40,042	36,459	29,028	0	114,686	88,535	
Cook Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Costa Rica	0	0	0	183	519	621	1,523	1,060	724	935	3,547	3,157	
Côte d'Ivoire	2,882	11,975	2,490	1,797	20,876	1,971	9,390	49,334	5,526	6,272	5,202	5,570	
Croatia	0	0	0	0	0	0	20	0	0	24	40	462	
Cuba	0	0	0	0	0	56	0	66	0	0	4	0	
Cyprus	37	78	120	114	147	87	138	132	96	88	47	385	
Czech Republic	0	0	0	0	16	0	28	1	2	7	26	0	
Democratic Republic of the Congo	27,056	11,499	28,669	20,940	27,263	98,617	101,983	237	4,869	173,014	3,779	96,852	
Denmark	1,685	629	399	709	533	422	188	421	207	589	394	412	
Djibouti	21	0	0	0	0	0	279	0	0	0	72	1	
Dominica	0	0	0	0	0	0	0	0	0	0	0	0	
Dominican Republic	0	65	0	207	182	917	1,170	1,069	1,088	1,760	832	1,131	
Ecuador	0	0	0	0	77	0	0	0	0	61	0	0	
Egypt	105	437	1,104	419	720	124	560	654	1,331	6,025	5,067	3,990	
El Salvador	0	0	0	0	0	0	0	0	0	0	0	0	
Equatorial Guinea	9,978	9,937	30,557	29,774	18,014	7,304	127,341	51,786	33,761	36,213	51,085	99,102	
Eritrea	0	0	0	0	0	0	0	0	0	0	0	0	
Estonia	0	0	0	0	0	0	43	0	0	279	285	122	
Ethiopia	0	0	0	6	2	13	190	0	34	0	9	100	
Europe Othr. Nes	0	0	0	0	0	0	0	0	0	0	0	0	
Faroe Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Finland	214	126	7	72	7	478	734	231	226	788	2,340	1,111	
France	189,116	234,790	244,744	334,563	300,253	380,859	740,566	325,425	230,496	242,690	249,243	369,826	
Free Zones	61	0	0	0	0	13,291	0	0	0	0	0	0	
French Polynesia	0	0	0	0	0	0	0	61	1	0	0	0	
French South Antarctic Territories	0	0	0	0	0	0	0	0	0	10	0	10	
Gabon	15,629	18,764	43,059	37,743	28,329	16,770	90,683	227,839	62,611	57,559	66,557	81,520	
Gambia	0	60	1,496	35	2,340	1,465	9,824	0	107	20	16	30	
Georgia	0	0	0	0	0	0	0	0	9	0	82	0	
Germany	24,807	25,977	25,700	21,938	26,084	28,581	28,228	34,996	25,270	63,079	76,403	34,041	
Ghana	219	1,006	2,313	972	1,853	4,018	19,018	7,523	4,989	2,755	17,060	12,828	
Gibraltar	0	0	282	1	0	6,960	0	0	0	384	0	30,278	
Greece	3,687	2,835	4,879	5,639	5,002	4,945	4,356	77,413	60,364	3,687	54,837	2,167	
Greenland	0	0	0	0	0	0	0	0	0	0	0	0	
Grenada	0	0	0	0	0	0	0	0	0	0	0	0	
Guatemala	266	0	0	0	0	0	0	0	0	0	0	0	
Guinea	34	756	2,098	105	31,613	5,574	439	0	0	1,529	0	0	
Guinea-Bissau	0	0	0	0	5,338	0	0	0	0	0	0	0	
Guyana	0	0	0	0	0	0	21	0	0	0	0	0	
Haiti	0	0	0	0	0	0	0	0	0	0	6	0	
Honduras	0	0	0	0	10	0	0	15	0	0	0	0	
Hong Kong, China	1,239	7,114	8,682	16,573	4,721	8,744	3,658	2,151	1,451	676	21	110	
Hungary	0	0	0	0	0	0	31	0	0	0	0	0	
Iceland	10	0	0	0	0	0	0	0	0	0	0	0	
India	15,656	27,171	7,668	17,245	10,021	6,129	120,939	17,442	11,768	138,373	12,324	106,630	
Indonesia	3,824	1,075	2,701	11,821	8,096	5,704	4,315	6,604	3,481	9,664	10,631	9,695	
Iran (Islamic Republic of)	0	0	0	108	58	8	56,554	15	0	9	20	0	
Iraq	0	0	0	0	0	0	0	0	0	1,741	0	0	
Ireland	10,646	7,143	12,760	27,034	20,643	7,690	10,012	5,922	2,985	5,104	3,601	3,456	
Israel	772	107	73	36	75	455	258	855	492	488	323	144	
Italy	472,405	343,773	303,236	284,332	327,106	825,886	784,134	205,054	116,108	376,611	139,507	223,057	
Jamaica	0	0	0	0	0	0	0	0	0	0	0	0	
Japan	1,621	1,172	1,798	2,719	1,278	1,133	1,080	1,042	837	414	1,523	1,990	
Jordan	0	73	282	541	0	41	73	86	47	366	143	305	
Kenya	0	2	2	2	90	1	788	272	354	16,889	4,016	682	
Korea, Democratic People's Republic of	0	0	0	0	0	0	0	0	0	0	5	383	
Korea, Republic of	453	590	612	388	279	434	323	1,612	461	418	348	4,586	
Kuwait	90	314	218	323	198	346	284	335	193	138	130	133	
Lao People's Democratic Republic	0	0	0	0	0	0	0	0	0	0	0	0	
Latvia	0	0	0	0	0	0	0	0	23	45	917	176	
Lebanon	584	506	3,048	366	535	9,312	818	1,526	713	736	2,298	3,096	
Lesotho	0	0	0	0	0	0	0	0	0	0	0	0	
Liberia	2,012	0	2,805	12,707	9,072	7,415	13,181	2	1	831	282	8,691	
Libya	296	0	0	0	49	20	608	10	84	580	161	0	
Lithuania	0	12	0	0	110	66	173	112	91	31	718	1,326	
Luxembourg	0	0	1	1	0	35	0	2,229	1,773	3,231	1,499	3,533	
Macao, China	0	0	0	0	0	0	0	0	0	0	0	0	
Macedonia, The Former Yugoslav Republic of	0	0	0	0	0	0	0	0	0	0	0	0	
Madagascar	0	0	98	107	36	138	196	19	25	36	2	67	
Malawi	0	0	0	0	0	0	0	0	0	0	0	0	
Malaysia	1,248	1,429	8,189	13,663	17,088	17,787	17,178	38,582	40,501	63,469	63,499	49,876	
Maldives	0	0	0	0	0	15	0	0	0	0	0	0	
Mali	15	120	187	16	168	107	99	662	1,446	737	826	855	
Malta	41	31	55	36	197	0	141	501	293	288	96	324	
Mauritania	0	0	47	1	75	1	40	18	4	3	2	658	
Mauritius	2,438	2,185	1,662	2,166	1,143	1,016	4,282	3,968	2,790	780	883	601	
Mayotte	0	0	0	0	0	0	0	0	0	0	0	0	
Mexico	4,520	3,779	0	15	2	491	0	1,937	729	298	484	728	
Mongolia	0	0	0	0	0	0	0	70	0	0	0	0	
Montserrat	0	0	0	0	0	0	0	0	0	0	0	0	
Morocco	8,469	10,437	11,011	15,570	8,862	5,304	6,613	3,939	3,119	8,470	9,334	4,135	
Mozambique	0	0	46	0	0	0	0	5	0	0	242	327	
Myanmar	0	0	0	0	0	0	0	0	0	0	0	0	
Namibia	0	655	4,658	8,775	0	726	232	0	3,168	283	46	116	
Nauru	0	0	0	0	0	0	0	0	0	0	0	0	
Nepal	0	0	0	0	0	0	0	0	0	0	0	0	
Netherland Antilles	0	0	0	29	0	0	0	0	0	0	0	16,111	
Netherlands	156,985	231,720	239,195	211,573	212,432	226,775	208,605	394,770	493,933	508,555	415,321	481,267	
New Caledonia	0	0	62	0	0	32	0	42	0	0	34	24	
New Zealand	84	124	99	107	57	86	43	486	17	17	0	1,059	
Nicaragua	0	0	0	0	0	0	0	0	0	0	0	0	
Niger	11,136	0	9	229	35	0	649	626	214	60	15	1,289	
Nigeria	13,408	15,169	16,744	24,752	15,772	21,328	98,857	32,081	24,536	28,275	46,483	149,658	
Niue	0	0	0	0	0	0	0	0	0	0	0	0	
Norfolk Island	0	0	0	0	0	0	0	0	0	0	0	0	
Norway	26	10	33	16	14	1,220	41	36	14	31	2,482	564	
Oceania Nes	0	0	0	0	0	0	0	0	0	0	0	0	
Oman	0	0	281	287	66	0	0	0	0	0	23	38	
Pakistan	3,583	7,940	12,737	18,454	20,894	5,778	6,540	3,051	698	2,799	4,688	2,079	
Panama	0	0	0	0	63	2	0	0	0	0	0	0	
Papua New Guinea	0	17	0	0	0	0	0	0	0	0	0	13	
Paraguay	0	0	0	0	0	0	0	0	0	0	0	0	
Peru	0	4	0	0	0	0	0	0	0	0	0	0	
Philippines	0	321	25	147	0	29	0	0	0	66	54	2	
Pitcairn	0	0	0	0	0	0	0	0	0	0	0	0	
Poland	2,464	642	782	403	1,504	2,726	4,240	5,267	3,910	9,993	18,382	12,833	
Portugal	17,320	14,374	15,473	18,754	17,335	57,759	15,352	17,033	11,378	73,069	15,298	504,097	
Qatar	0	0	0	0	19	0	0	154	112	9	223	133	
Republic of Moldova	0	0	0	0	0	0	0	0	0	0	0	0	
Romania	235	388	81	716	366	347	352	957	131	468	1,693	1,533	
Russian Federation	1,104	499	1,797	2,000	2,588	2,341	2,810	2,201	1,516	4,289	3,590	3,920	
Rwanda	63	54	444	1	0	1	0	29	0	8	0	0	
Saint Helena	0	0	0	0	2,053	0	0	0	0	0	0	0	
Saint Kitts and Nevis	0	0	0	0	0	0	0	0	0	0	0	0	
Saint Lucia	0	0	0	0	0	0	0	0	0	0	0	0	
Saint Vincent and the Grenadines	0	0	0	0	0	0	0	0	0	0	0	15	
Samoa	0	0	0	0	0	0	0	0	0	0	0	0	
Sao Tome and Principe	510	971	430	60	110	131	77	845	73	337	39	29	
Saudi Arabia	2,508	3,966	4,634	5,105	3,284	4,727	2,001	3,650	2,736	1,830	2,170	5,522	
Senegal	6,676	6,458	9,563	13,261	17,920	15,560	20,244	10,273	23,479	9,358	11,750	21,051	
Serbia	0	0	0	0	0	4,576	195	14	329	52	13	652	
Serbia and Montenegro	2,348	3,042	3,534	3,483	4,748	0	0	0	0	0	0	0	
Seychelles	0	0	0	34	0	0	23	30	54	23	0	0	
Ship stores and bunkers	37	0	3	540	44,479	82,763	0	0	0	0	374	3,126	
Sierra Leone	17	32	1,469	5,848	3,960	9,033	8,779	2	982	481	6	87	
Singapore	4,658	47	248	621	87	377	1,664	1,585	1,013	809	1,182	946	
Slovakia	0	0	0	0	0	0	0	0	0	0	0	2	
Slovenia	0	0	0	0	0	0	5,543	3,917	5,471	9,053	10,833	8,495	
Solomon Islands	0	0	0	0	0	0	0	0	0	0	0	0	
South Africa	1,015	4,045	53,444	20,437	54,429	22,843	1,988	2,326	963	1,075	1,665	1,849	
Spain	263,120	360,488	492,880	263,652	453,918	927,583	759,970	84,571	42,406	716,631	77,824	480,324	
Sri Lanka	0	111	0	0	0	0	212	0	25	0	0	0	
St. Pierre and Miquelon	0	0	0	0	0	0	0	0	0	0	0	0	
Sudan (North + South)	0	0	123	0	0	75	341	242	330	110	7	12	
Suriname	0	0	0	0	0	0	0	444	0	0	0	0	
Swaziland	0	0	0	0	0	0	2	0	0	0	3	0	
Sweden	178	181	111	24	9	23	19	225	80	586	1,302	4,493	
Switzerland	170	213	237	29	104	6,429	38,583	25	465	67	77	10,441	
Syrian Arab Republic	1,027	324	799	707	622	812	157	1,222	106	385	79	0	
Taipei, Chinese	141,387	20,139	59,319	30,153	27,541	434	254	428	161	559	1,372	1,022	
Tanzania, United Republic of	59	23	70	0	108	37	170	74	5,780	302	139	268	
Thailand	15,117	12,271	11,752	8,360	10,572	7,197	8,295	10,131	9,391	5,418	9,272	8,101	
Togo	3,299	3,389	5,149	5,263	60,483	25,389	17,741	2,613	37,871	22,120	3,383	45,695	
Tokelau	0	0	0	0	0	0	0	0	0	0	0	0	
Trinidad and Tobago	0	0	30,295	0	0	0	0	0	0	0	0	0	
Tunisia	8,532	8,687	6,179	9,106	12,717	10,678	8,486	12,341	3,402	7,066	4,174	5,059	
Turkey	1,946	12,074	11,112	27,732	14,344	19,062	33,437	12,573	17,162	23,542	27,543	19,271	
Turkmenistan	0	0	0	0	0	0	2	0	0	0	0	1	
Turks and Caicos Islands	0	0	0	0	63	0	0	0	0	0	0	0	
Uganda	0	0	0	0	0	0	0	258	413	124	848	788	
Ukraine	0	0	0	0	0	0	0	0	0	0	0	0	
United Arab Emirates	1,249	979	1,584	1,307	1,540	1,663	3,786	8,414	3,448	3,046	5,042	7,086	
United Kingdom	28,759	25,838	42,752	97,735	132,684	70,175	56,319	0	0	51,123	0	81,865	
United States Minor Outlying Islands	0	0	0	0	0	0	0	0	0	0	0	0	
United States of America	35,885	122,729	169,776	141,591	111,117	227,793	223,440	46,336	48,087	219,725	79,132	178,660	
Uruguay	0	0	0	0	37,633	737	0	0	0	78,684	0	0	
Uzbekistan	0	0	0	0	0	0	0	0	0	0	0	0	
Vanuatu	0	0	0	0	0	0	0	0	0	0	0	0	
Venezuela	110	305	499	704	57	0	0	0	148	0	0	3	
Viet Nam	2,403	477	124	2,212	1,534	5,560	14,892	28,453	35,386	34,938	47,984	39,177	
Yemen	0	0	0	0	0	0	0	0	0	74	0	0	
Zambia	0	0	0	0	0	4	0	0	0	0	85	83	
Zimbabwe	0	0	0	0	0	0	0	0	0	37	0	20	
