List of importing markets for a product exported by Burkina Faso Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Netherland Antilles	0	0	0	0	0		0	0	0	0	0	0	
Netherlands	605	746	119	615	2,278		2,852	2,060	2,083	20,436	41,646	42,880	
New Caledonia	0	0	0	0	0		0	0	0	0	2	0	
New Zealand	0	0	0	0	0		0	0	0	0	5	0	
Nicaragua	0	0	0	0	0		6	0	15	0	1	0	
Niger	9,069	3,580	11,633	14,777	7,590		10,326	13,164	23,488	23,364	14,814	10,941	
Nigeria	165	1,400	184	446	598		508	2,934	49	1,309	671	38	
Niue	0	0	0	0	0		0	0	0	0	0	0	
Norway	0	0	0	5	0		0	0	0	0	0	0	
Oman	0	0	0	0	0		0	0	96	0	0	0	
Pakistan	0	15	0	0	0		0	0	107	0	0	0	
Palestine, State of	0	0	0	0	0		0	645	106	126	0	0	
Panama	0	0	152	0	0		0	0	0	0	0	0	
Papua New Guinea	0	0	0	0	0		0	0	0	0	0	0	
Paraguay	0	0	0	0	0		0	0	0	0	0	0	
Peru	0	0	0	0	0		0	0	0	0	0	0	
Philippines	0	0	0	0	2		0	0	0	0	0	0	
Poland	12	15	2	0	0		0	68	44	9	0	0	
Portugal	0	0	92	0	1		0	0	1	0	0	11	
Qatar	0	0	0	0	0		0	0	0	0	0	0	
Republic of Moldova	0	0	0	0	0		0	0	0	0	0	0	
Romania	0	0	0	0	0		1	0	8	1	0	0	
Russian Federation	0	1,699	0	0	2		91	0	0	0	0	18	
Rwanda	0	0	0	10	1		0	26	77	0	93	0	
Saint Helena	0	0	0	0	0		0	0	0	0	0	0	
Sao Tome and Principe	0	0	0	0	0		11	0	0	0	0	0	
Saudi Arabia	0	0	0	27	0		24	0	15	32	0	7	
Senegal	206	245	161	359	241		988	5,208	1,513	2,386	1,683	1,771	
Serbia	0	0	0	0	0		0	0	0	0	0	0	
Serbia and Montenegro	0	0	1	0	0		0	0	0	0	0	0	
Seychelles	0	0	0	0	0		0	7	0	0	0	426	
Sierra Leone	0	0	0	27	0		0	0	2	0	9	0	
Singapore	11,151	9,204	37	953	7,397		33,327	53,148	93,479	62,787	107,716	105,831	
Slovakia	0	0	0	0	0		0	0	0	0	0	36	
Slovenia	0	0	0	0	0		0	0	0	0	0	0	
Solomon Islands	0	0	0	0	0		0	0	0	43	0	0	
South Africa	852	32	0	39	163		6	71	241	144,269	237,366	222,754	
Spain	2,002	526	502	1,186	1,880		1,692	831	892	444	603	755	
Special categories	1,502	3,868	0	0	0		0	0	0	0	0	0	
Sri Lanka	0	0	0	0	0		0	0	0	0	0	18	
Sudan (North + South)	0	0	0	3	0		2	20	8,623	5	0	0	
Suriname	0	0	0	0	0		0	0	0	0	0	0	
Swaziland	0	0	0	0	0		0	0	0	0	0	0	
Sweden	194	103	9	103	21		33	71	153	138	7	94	
Switzerland	52,531	17,491	12,756	38,807	31,203		126,503	188,705	441,046	817,327	1,599,803	1,426,861	
Syrian Arab Republic	0	0	0	0	6		24	112	964	1,124	321	0	
Taipei, Chinese	1	1	0	19	4		215	70	543	99	654	310	
Tanzania, United Republic of	0	0	1	0	10		30	156	2	22	0	24	
Thailand	0	3	4	200	2		0	0	0	0	0	18	
Timor-Leste	0	0	0	0	0		0	0	0	0	0	0	
Togo	2,164	6,812	153,818	183,907	136,149		20,855	10,413	6,271	14,312	13,139	12,735	
Tokelau	0	0	0	0	0		0	0	0	0	0	0	
Trinidad and Tobago	0	0	0	0	0		0	0	0	0	0	0	
Tunisia	0	3	0	0	0		111	15	883	324	187	936	
Turkey	295	88	446	175	35		539	183	1,394	953	3,739	12,285	
Turkmenistan	0	0	0	0	0		0	0	0	0	0	0	
Turks and Caicos Islands	0	0	0	0	0		6	0	57	0	0	0	
Tuvalu	0	0	0	0	0		0	0	0	0	0	0	
Uganda	0	0	0	0	0		3	316	12	0	0	2	
Ukraine	0	0	0	0	0		0	80	139	27	129	0	
United Arab Emirates	21	40	134	25	0		530	1,710	2,502	3,587	4,199	18,916	
United Kingdom	5,483	2,179	48	4,781	2,074		26,956	19,053	31,073	38,069	19,307	27,104	
United States Minor Outlying Islands	0	0	0	0	0		0	0	0	0	0	0	
United States of America	1,160	919	157	582	231		930	11,457	237	3,168	8,486	4,117	
Uruguay	0	0	0	0	0		0	0	0	0	0	0	
Vanuatu	0	0	0	0	0		0	0	0	0	0	0	
Venezuela	0	0	0	0	0		0	0	0	0	0	0	
Viet Nam	0	1	0	0	0		0	86	1,236	1,114	7,955	6,976	
Yemen	0	0	0	0	0		0	0	0	1,844	0	0	
Zambia	0	0	0	9	0		0	0	0	0	0	40	
Zimbabwe	0	1	0	0	9		0	0	0	0	0	0	
