List of importing markets for a product exported by Bolivia Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Costa Rica	183	5,141	92	197	5,132	259	2,286	837	2,202	1,321	965	974	
Côte d'Ivoire	0	0	0	0	0	0	0	0	0	0	37	0	
Croatia	1	0	0	0	0	0	23	7	22	123	163	40	
Cuba	252	53	141	97	134	127	1,563	560	567	2,896	356	631	
Cyprus	0	0	0	0	130	5	20	0	24	0	10	0	
Czech Republic	52	32	84	52	96	44	59	94	148	113	10	1	
Democratic Republic of the Congo	0	0	0	0	0	0	0	0	0	0	0	0	
Denmark	157	160	450	313	749	1,548	926	693	1,120	746	1,375	1,955	
Djibouti	0	0	0	0	0	0	0	0	0	0	0	0	
Dominica	0	0	17	0	0	0	0	0	0	14	0	0	
Dominican Republic	969	1,118	1,182	1,667	2,616	4,079	4,540	3,428	4,944	6,136	2,030	3,963	
Ecuador	10,311	3,166	10,378	5,408	3,054	10,871	18,976	12,751	20,530	63,655	89,576	223,077	
Egypt	529	1,099	559	2,714	614	608	331	385	506	549	301	566	
El Salvador	15	31	174	7,755	239	257	102	2,850	336	64	157	118	
Equatorial Guinea	0	0	10	0	0	0	0	0	0	0	0	0	
Eritrea	0	0	0	0	0	1	0	0	0	0	0	0	
Estonia	0	0	0	0	63	19	96	43	0	0	0	0	
Ethiopia	0	12	102	20	34	126	28	14	112	56	51	68	
Fiji	0	0	0	0	0	0	0	0	0	0	4	0	
Finland	4,091	10,312	6,355	4,175	52	55	60	84	75	97	140	97	
France	3,532	4,074	4,941	5,798	8,024	9,395	11,812	13,131	14,810	17,458	18,706	16,724	
Free Zones	0	0	0	0	0	0	6,213	8,761	7,327	5,421	3,253	2,607	
French Polynesia	0	0	0	0	0	1	0	0	50	0	0	0	
Gabon	4	0	2	6	51	6	0	0	56	55	0	0	
Gambia	0	0	0	8	14	0	0	0	0	0	0	0	
Georgia	0	0	60	25	0	9	1	0	0	33	0	0	
Germany	8,687	6,909	6,943	10,462	15,341	17,812	15,291	23,117	19,611	30,014	50,386	47,987	
Ghana	0	0	93	387	0	0	0	0	0	0	0	19	
Gibraltar	0	0	0	0	0	0	0	0	0	0	0	0	
Greece	70	25	4,123	7,344	95	0	96	194	158	52	0	197	
Greenland	0	0	0	0	0	0	0	0	0	0	0	0	
Grenada	0	1	0	0	0	0	0	0	0	0	0	0	
Guatemala	221	373	401	1,502	483	537	223	61	1,337	414	344	227	
Guinea	0	0	0	0	0	0	0	0	0	6	0	0	
Guyana	0	20	72	95	52	0	0	7	0	0	287	0	
Haiti	38	25	134	105	416	280	491	0	116	910	71	24	
Honduras	144	198	213	175	148	226	251	299	141	278	290	91	
Hong Kong, China	665	1,887	2,996	4,833	4,352	3,511	4,501	4,092	2,421	2,473	2,937	2,721	
Hungary	0	0	0	38	1	0	11	9	0	0	3	16	
Iceland	1	0	1	0	4	6	0	0	0	0	10	0	
India	3,046	1,029	1,532	326	863	2,568	3,175	4,921	2,784	5,367	11,317	4,025	
Indonesia	655	357	189	1,579	840	186	100	354	94	455	393	132	
Iran (Islamic Republic of)	0	0	1	0	1	0	0	0	334	70	201	39	
Iraq	0	0	0	0	0	0	0	0	0	0	0	7	
Ireland	59	112	148	9	47	6	35	137	169	87	222	341	
Israel	420	278	193	432	871	1,684	1,472	2,068	3,020	3,987	5,021	5,171	
Italy	13,293	13,833	16,460	15,418	15,277	24,619	29,448	23,548	17,642	27,178	39,212	54,935	
Jamaica	16	6	24	963	0	10	12	0	0	10	0	0	
Japan	2,822	5,857	18,604	68,401	133,710	377,971	407,101	213,687	303,478	460,259	539,969	441,812	
Jordan	0	0	0	43	5	0	0	43	75	30	348	70	
Kazakhstan	15	0	0	0	0	1,224	27	14	3	1	0	0	
Kenya	27	11	1	4	0	0	0	2	1	0	0	0	
Korea, Democratic People's Republic of	84	15	354	337	130	39	1	34	351	126	38	0	
Korea, Republic of	1,845	3,414	16,814	56,687	60,146	48,798	198,609	812,500	494,865	367,139	419,078	358,001	
Kuwait	12	0	2	0	9	0	0	0	0	0	2	0	
Kyrgyzstan	2	0	0	0	0	0	0	0	0	0	0	0	
Lao People's Democratic Republic	0	0	0	0	0	0	3	0	269	0	0	0	
Latvia	0	374	233	141	308	264	104	320	58	73	129	219	
Lebanon	110	0	44	75	0	140	52	0	150	139	83	160	
Lesotho	0	0	0	0	0	0	0	0	0	0	0	0	
Liberia	0	0	0	0	1	1	0	0	0	0	0	0	
Libya	1	0	3	1	0	89	91	0	0	0	0	148	
Lithuania	26	0	73	0	62	207	70	605	228	634	152	546	
Luxembourg	0	0	0	0	0	0	0	55	0	125	0	0	
Macao, China	0	0	0	0	0	0	90	0	0	0	0	0	
Macedonia, The Former Yugoslav Republic of	0	0	0	0	1	0	0	0	0	0	0	0	
Madagascar	5	38	0	0	0	0	0	0	0	0	0	0	
Malawi	8	0	0	0	19	0	0	0	0	0	0	0	
Malaysia	1,894	4,931	11,035	20,910	16,122	17,694	19,190	21,843	4,344	1,535	3,361	1,869	
Mali	0	0	0	0	0	0	0	0	0	0	0	0	
Malta	0	0	0	0	0	0	0	22	20	27	25	0	
Mauritania	0	0	0	0	0	0	0	0	0	0	0	0	
Mauritius	0	0	0	0	0	0	0	0	0	0	0	0	
Mayotte	0	0	0	0	0	0	0	0	0	0	0	0	
Mexico	8,373	19,917	20,992	27,019	20,127	21,740	30,247	37,469	27,343	31,448	52,705	34,905	
Micronesia (Federated States of)	0	0	0	0	1	1	0	0	0	0	0	0	
Mongolia	0	0	0	0	0	0	3	0	0	0	0	0	
Montenegro	0	0	0	0	0	0	0	0	0	11	21	0	
Montserrat	0	0	0	0	0	0	0	0	0	0	0	0	
Morocco	7	0	0	38	0	106	150	218	180	123	214	132	
Mozambique	0	0	0	0	5	0	8	0	15	111	23	30	
Myanmar	0	0	0	0	0	0	0	0	0	0	0	0	
Namibia	0	0	0	0	0	0	0	0	0	0	0	0	
Nauru	0	0	0	0	0	0	0	0	0	0	0	0	
Nepal	0	0	0	0	0	0	6	0	0	0	0	0	
Netherland Antilles	28	0	30	0	0	0	0	52,776	3	4	1	0	
Netherlands	16,108	13,446	13,381	19,008	22,274	31,751	48,068	53,190	62,101	60,372	54,371	32,787	
New Caledonia	0	0	0	0	0	0	0	0	0	0	26	11	
New Zealand	438	1,384	334	190	280	601	467	1,095	850	1,764	2,781	2,254	
Nicaragua	5	33	71	71	242	92	90	366	160	238	278	1,130	
Niger	0	0	0	0	0	0	0	0	15	0	0	0	
Nigeria	17	133	4	0	0	0	0	0	59	71	0	5	
Norway	87	119	27	153	462	806	614	738	993	578	1,438	1,086	
Oman	3	4	14	0	0	0	0	0	0	0	0	0	
Pakistan	0	148	2	70	180	143	37	155	0	0	0	0	
Palau	0	0	0	0	0	0	0	0	0	0	0	0	
Palestine, State of	0	0	0	0	0	0	0	0	0	0	0	0	
Panama	3,933	449	354	7,982	336	44,661	65,805	23,841	57,606	39,409	47,943	39,212	
Papua New Guinea	0	0	0	0	0	0	0	0	0	210	12	0	
Paraguay	4,722	2,719	3,562	17,619	22,177	28,406	28,973	54,385	18,326	20,468	26,254	26,451	
Peru	67,647	73,896	89,437	137,936	126,086	248,693	225,031	273,521	285,584	393,410	460,986	622,609	
Philippines	0	8	4	5	5	0	1	0	0	2	46	0	
Pitcairn	0	0	0	0	0	0	0	0	0	0	0	0	
Poland	48	81	0	144	16	528	968	620	974	1,313	5,145	2,127	
Portugal	487	516	321	398	565	296	1,151	903	848	1,571	2,069	1,068	
Qatar	0	0	0	4	36	7	20	0	0	0	0	0	
Republic of Moldova	0	0	0	0	0	4	0	0	0	8	0	0	
Romania	104	7	21	170	78	14	347	1,287	1,644	801	355	893	
Russian Federation	82	799	619	1,578	3,329	2,938	2,148	3,124	1,597	9,300	13,235	12,451	
Rwanda	0	1	1	2	0	0	0	0	0	0	0	0	
Saint Helena	0	0	0	0	1	0	0	0	31	0	0	0	
Saint Kitts and Nevis	0	0	0	0	0	0	0	0	0	0	0	0	
Saint Lucia	0	0	0	8	0	0	26,407	0	0	0	0	0	
Saint Vincent and the Grenadines	0	0	0	0	0	0	0	0	0	0	0	0	
Samoa	0	0	0	0	0	0	0	0	0	0	0	0	
Sao Tome and Principe	0	0	0	0	0	0	0	0	0	0	0	0	
Saudi Arabia	3	9	5	0	66	13	25	0	0	0	108	93	
Senegal	1	0	9	0	4	0	0	0	52	259	4	0	
Serbia	0	0	0	0	0	0	0	0	211	389	136	276	
Serbia and Montenegro	0	0	0	0	0	0	0	0	0	0	0	0	
Seychelles	0	0	0	0	0	0	0	0	0	0	0	0	
Sierra Leone	0	0	0	0	1	0	13	0	0	0	0	0	
Singapore	762	25	273	134	386	31	18	5	152	173	68	357	
Slovakia	0	0	0	0	0	0	55	0	0	0	0	0	
Slovenia	0	0	58	0	0	3	0	0	27	168	325	199	
Solomon Islands	0	0	0	0	0	0	0	0	0	0	0	0	
South Africa	141	232	329	0	401	1,059	914	1,025	526	2,774	1,230	1,566	
Spain	6,527	5,203	6,226	10,707	14,926	11,681	28,298	45,797	96,766	59,412	93,595	63,772	
Sri Lanka	1	1	0	0	0	0	2	5	172	0	0	0	
Sudan (North + South)	0	0	0	94	0	0	1	0	0	1	0	0	
Suriname	101	0	0	0	86	79	0	0	0	0	371	0	
Swaziland	0	0	1	0	0	70	3	9	43	50	5	0	
Sweden	1,278	394	359	724	507	380	845	742	550	538	938	834	
Switzerland	176,556	214,985	165,930	52,487	107,222	210,633	159,572	161,981	167,316	167,296	306,021	272,450	
Syrian Arab Republic	0	38	10	0	31	28	7	33	1,819	83	187	28	
Taipei, Chinese	26	141	15	151	554	590	969	329	219	619	1,536	1,445	
Tajikistan	0	0	0	0	0	0	0	0	0	0	0	0	
Tanzania, United Republic of	0	0	0	3	0	0	0	0	0	0	0	0	
Thailand	1,670	730	724	779	686	187	476	1,141	329	525	2,106	2,658	
Timor-Leste	0	0	0	0	0	0	0	0	0	0	0	0	
Togo	0	0	0	0	0	3	0	0	0	58	0	0	
Tokelau	0	0	0	0	0	0	0	0	0	0	0	0	
Tonga	0	0	0	0	0	0	0	0	0	0	0	0	
Trinidad and Tobago	108	342	300	51	81	120	9	0	12	17	0	112	
Tunisia	0	0	7	0	0	0	0	0	0	175	0	89	
Turkey	18	5	35	198	205	64	272	1,075	391	190	835	2,733	
Turks and Caicos Islands	0	0	0	0	1	0	0	0	0	5	0	0	
Tuvalu	0	0	0	0	0	0	0	0	0	0	0	0	
Uganda	0	0	0	0	16	0	0	0	0	0	0	0	
Ukraine	0	0	0	30	0	0	129	153	10	37	141	276	
United Arab Emirates	176	263	2,030	2,056	313	192	258	282	320	306	447	1,083	
United Kingdom	71,541	32,017	33,500	53,594	58,859	80,320	105,260	89,788	74,286	101,310	155,669	106,695	
United States Minor Outlying Islands	0	0	5	88	54	17	9	9	1	0	0	0	
United States of America	188,448	193,785	235,940	359,794	408,675	413,801	412,982	479,077	409,764	690,853	876,632	1,746,073	
Uruguay	9,458	1,122	859	1,471	1,638	1,327	2,254	2,977	2,974	5,452	6,818	5,568	
Uzbekistan	0	0	0	0	0	0	0	0	0	0	0	0	
Venezuela	98,279	175,023	155,482	244,489	158,532	200,972	242,100	268,198	298,866	341,354	286,360	303,787	
Viet Nam	0	328	330	30	54	61	921	150	0	344	356	3,587	
Yemen	0	37	0	0	0	0	0	0	48	0	0	0	
Zambia	0	0	0	0	0	8	0	0	0	0	0	0	
Zimbabwe	0	0	0	0	0	0	0	153	0	0	0	0	
