List of importing markets for a product exported by Kyrgyzstan Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Nicaragua	0	0	0	0	0	0	0	0	0	0	0	0	
Nigeria	0	0	0	0	0	0	0	0	0	3	0	0	
Norway	0	36	2	0	1	16	1	2	29	0	89	7	
Oman	0	0	0	0	0	0	1	0	0	38	0	1	
Pakistan	52	32	21	0	55	75	291	224	204	442	625	49	
Panama	0	0	0	0	20	45	0	0	0	0	0	0	
Paraguay	0	0	0	0	0	0	0	0	0	12	0	0	
Peru	0	0	0	0	0	0	0	0	0	0	0	0	
Philippines	0	0	0	39	49	0	0	0	1	447	0	0	
Poland	438	269	197	405	1,279	1,088	1,669	1,120	575	788	691	426	
Portugal	2	354	612	1,427	1,465	1,875	1,024	0	0	90	0	0	
Qatar	1	0	0	7	0	8	0	0	0	75	57	253	
Republic of Moldova	340	98	463	461	140	356	898	691	2,704	949	264	573	
Romania	1,288	2,623	2,631	2,902	1,295	744	443	297	150	717	697	859	
Russian Federation	64,485	79,361	96,992	137,710	134,398	153,781	234,627	310,172	185,590	257,758	284,419	219,116	
Rwanda	0	0	0	0	0	0	0	0	0	0	0	0	
Saint Kitts and Nevis	0	0	0	0	0	0	0	0	0	0	0	0	
Saudi Arabia	126	95	181	34	50	15	16	17	204	128	25	35	
Senegal	0	0	0	0	0	0	0	0	0	0	0	0	
Serbia	0	0	0	0	0	13	99	303	0	1,471	792	309	
Serbia and Montenegro	12	25	60	154	23	0	0	0	0	0	0	0	
Seychelles	0	0	0	0	0	0	0	0	39	0	0	0	
Sierra Leone	0	0	0	0	0	0	0	2	0	0	0	0	
Singapore	0	226	0	0	0	1	0	0	117	0	422	31	
Slovakia	3	640	534	652	169	1,205	399	0	0	13	1	29	
Slovenia	0	0	0	0	0	0	19	0	17	28	130	40	
Solomon Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Somalia	0	0	0	0	0	0	0	0	0	0	14	28	
South Africa	0	10	19	1	0	0	3	5	2	7	15	122	
Spain	135	29	275	102	131	414	191	170	1,111	163	270	249	
Sri Lanka	0	0	0	1	0	0	0	0	0	0	0	321	
Sudan (North + South)	0	0	0	0	0	0	0	0	0	0	0	198	
Swaziland	0	0	0	0	0	0	0	0	11	0	0	0	
Sweden	1,661	40	255	228	17	363	17	52	14	61	38	123	
Switzerland	124,189	96,372	117,867	101,760	65,273	207,699	226,129	440,477	444,827	387,890	873,636	547,900	
Syrian Arab Republic	223	328	444	607	253	242	169	354	21	38	216	208	
Taipei, Chinese	0	0	1	0	2	14	3,038	1,824	4	6	3	5	
Tajikistan	6,710	10,169	18,840	22,059	22,904	23,934	28,130	26,983	14,799	15,402	36,261	39,678	
Tanzania, United Republic of	0	0	0	0	0	0	0	0	0	0	0	0	
Thailand	0	4	0	46	71	178	3	30	0	0	2	0	
Tokelau	0	0	6	0	0	0	0	0	0	0	0	0	
Trinidad and Tobago	0	0	0	0	0	0	0	0	0	0	0	0	
Tunisia	0	0	0	0	0	0	0	0	51	0	58	0	
Turkey	13,770	16,399	11,001	17,044	18,178	27,226	42,957	44,852	37,663	37,209	54,492	50,178	
Turkmenistan	1,546	2,402	2,341	4,038	2,831	2,140	1,919	4,288	4,221	4,738	7,578	5,186	
Uganda	0	0	0	0	0	0	0	0	0	0	0	118	
Ukraine	2,899	4,210	5,417	4,244	6,015	4,138	6,131	5,737	2,837	5,734	4,110	5,195	
United Arab Emirates	547	68,816	144,343	189,306	173,060	8,945	14,370	50,689	101,667	302,194	149,981	16,111	
United Kingdom	14,062	549	80	280	2,298	5,187	8,951	3,487	5,936	9,349	2,455	1,732	
United States of America	7,146	28,897	6,512	3,229	3,270	6,042	4,090	4,338	599	90,298	636	2,990	
Uruguay	0	0	0	0	0	0	0	0	0	0	0	0	
Uzbekistan	47,987	27,727	16,250	14,684	17,095	27,856	85,672	232,107	166,610	40,174	124,437	190,128	
Venezuela	0	0	0	0	0	5	0	19	0	0	0	0	
Viet Nam	0	0	0	0	3	0	80	83	0	0	0	0	
Yemen	0	2	0	0	0	0	0	0	0	0	0	22	
Zambia	0	0	0	0	0	0	0	0	0	0	0	0	
Zimbabwe	0	0	0	0	0	0	0	0	0	15	0	0	
