List of importing markets for a product exported by Côte d'Ivoire Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Cabo Verde	8,398	8,407	4,210	1,790	10,289	30,068	21,377	2,771	1,804	386	182	2,207	
Cambodia	0	21	0	9	188	0	0	0	16	0	252	3	
Cameroon	30,291	41,000	59,748	56,062	40,039	68,019	60,324	47,058	110,960	65,269	27,246	126,187	
Canada	2,764	2,951	12,937	30,031	21,270	126,984	117,896	36,565	144,798	242,884	634,090	460,958	
Cayman Islands	0	0	1	0	0	0	0	0	0	0	0	0	
Central African Republic	1,347	923	1,516	768	804	1,414	1,502	1,582	1,474	1,983	2,448	2,376	
Chad	1,903	3,212	3,722	3,812	3,998	4,567	3,071	4,182	6,059	3,601	6,384	4,706	
Chile	0	1	25	7,744	0	0	0	0	0	0	0	0	
China	5,658	11,215	62,328	58,154	81,743	106,617	37,898	45,436	54,802	79,445	116,090	108,870	
Christmas Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Cocos (Keeling) Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Colombia	280	404	709	606	519	842	534	557	565	205	61	33	
Comoros	0	0	40	0	22	0	18	74	0	0	0	178	
Congo	14,454	41,494	27,307	22,348	21,724	29,354	29,868	35,899	20,402	0	0	24,651	
Cook Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Costa Rica	2	0	0	0	0	0	2	0	12	0	0	0	
Croatia	0	0	0	13	0	0	1,349	2	17	1,924	1,210	2,306	
Cuba	209	0	0	0	0	0	0	0	0	0	0	0	
Cyprus	3,448	2,679	2,136	1,941	3,097	2,568	3,717	4,705	1,972	1,547	744	322	
Czech Republic	63	306	0	796	4,600	6,649	7,216	14,315	12,305	14,123	10,757	10,096	
Democratic Republic of the Congo	15,805	28,167	29,573	46,882	61,401	90,113	94,627	126,549	66,507	75,179	71,041	52,973	
Denmark	4,157	5,830	3,425	3,312	14,108	4,299	3,519	1,386	545	754	1,461	1,028	
Djibouti	88	4	182	4	1	60	0	11	151	131	1,051	2,333	
Dominica	33	1	0	7	22	107	0	102	41	13	0	26	
Dominican Republic	137	49	39	88	254	797	2,206	1,121	858	1,972	1,389	526	
Ecuador	609	30	218	450	1,184	950	3,907	2,602	1,176	2,402	1,348	1,161	
Egypt	632	1,188	1,719	3,673	3,954	2,289	5,888	3,682	5,012	10,120	2,603	4,222	
El Salvador	12	0	0	0	0	0	0	3	0	0	0	0	
Equatorial Guinea	13,584	17,332	131,056	36,308	87,536	114,558	104,856	148,371	112,636	249,438	123,585	110,773	
Eritrea	0	0	0	58	0	0	0	0	0	0	0	15	
Estonia	0	0	0	3,650	12,879	158,381	118,041	166,297	132,014	232,517	175,525	175,454	
Ethiopia	100	120	16	54	62	19	20	361	27	1,674	0	1,272	
Falkland Islands (Malvinas)	0	0	0	0	0	0	0	0	0	0	0	0	
Faroe Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Fiji	0	0	69	0	0	0	0	0	0	0	0	0	
Finland	8,735	1,400	2,605	1,997	7,485	3,092	3,960	6,483	5,405	5,232	2,231	655	
France	509,384	653,458	1,048,570	1,557,732	1,328,250	1,494,059	1,650,682	1,357,782	1,123,141	715,922	630,069	501,720	
Free Zones	0	0	0	0	0	0	0	27,588	9,367	261	8,045	0	
French Polynesia	3	42	42	0	0	0	4	3	3	6	2	2	
French South Antarctic Territories	0	0	0	0	0	0	0	0	0	0	0	0	
Gabon	17,751	19,017	22,455	27,816	30,418	19,515	17,974	13,436	21,738	24,602	16,097	33,736	
Gambia	12,063	18,025	15,950	17,732	49,471	51,942	47,263	62,122	35,910	26,032	27,503	19,501	
Georgia	0	0	0	0	0	44	0	30	0	9	0	315	
Germany	145,510	137,779	120,097	88,275	84,465	338,130	251,498	694,554	738,049	521,684	818,878	814,874	
Ghana	164,989	105,964	124,560	161,765	148,065	158,857	162,417	450,922	563,905	783,135	303,859	431,356	
Gibraltar	5,563	0	0	402	272	360	86	75	29,325	126	11,727	8,359	
Greece	27,523	27,865	28,043	34,505	30,388	39,202	50,511	55,540	40,085	31,759	23,227	29,410	
Greenland	0	0	0	0	0	0	0	0	0	0	0	0	
Grenada	0	1	0	0	0	0	0	0	0	0	0	19	
Guatemala	8	0	256	0	634	0	764	9	3	0	0	0	
Guinea	55,832	40,700	38,239	40,305	88,212	71,821	64,893	57,702	72,065	56,076	58,418	89,520	
Guinea-Bissau	397	741	837	1,261	8,236	6,053	10,732	8,391	6,713	3,047	760	652	
Guyana	0	0	2	0	0	0	0	0	0	2	0	0	
Haiti	0	80	118	66	32	431	41	42	507	180	180	300	
Honduras	1,061	388	871	234	1,049	12	0	78	3	0	0	0	
Hong Kong, China	337	97	974	3,976	2,821	280	916	4,997	17,278	4,996	90	263	
Hungary	559	40	25	0	16	17	0	154	28	146	0	0	
Iceland	406	268	180	270	911	1,910	4,228	948	8	128	0	25	
India	77,572	85,752	75,406	115,890	132,846	110,204	196,276	178,330	281,405	304,961	280,931	359,508	
Indonesia	40,170	56,957	57,322	70,471	37,803	34,826	43,842	39,163	20,507	44,509	46,977	66,335	
Iran (Islamic Republic of)	107	118	2,184	1,669	9,051	4,787	10,132	3,499	516	2,213	0	0	
Iraq	0	0	0	0	0	0	0	0	0	0	0	0	
Ireland	9,149	5,017	7,933	10,300	10,427	12,916	12,680	7,148	3,802	3,855	2,263	1,607	
Israel	4,631	4,514	6,616	5,659	5,632	4,184	6,950	9,339	8,089	6,787	5,393	6,510	
Italy	156,169	188,984	188,643	314,117	200,341	317,825	280,531	380,497	328,135	319,660	312,597	240,138	
Jamaica	215	13	0	12	25	87	0	0	93	141	260	314	
Japan	5,467	7,620	12,551	10,136	7,806	8,315	7,580	8,084	5,680	4,240	2,992	9,631	
Jordan	416	224	47	340	135	174	299	296	331	792	368	173	
Kazakhstan	0	0	0	0	0	0	0	0	0	431	0	0	
Kenya	129	551	635	426	768	378	568	1,103	650	1,613	1,831	2,752	
Kiribati	0	0	0	0	0	0	0	0	0	0	0	505	
Korea, Democratic People's Republic of	126	3	1,160	0	0	0	329	16	10	22	37	27	
Korea, Republic of	2,562	1,355	5,090	5,223	960	899	1,277	3,901	160	98	835	358	
Kuwait	114	18	35	139	41	86	112	90	163	24	48	45	
Kyrgyzstan	0	0	0	0	0	0	0	0	0	0	0	0	
Lao People's Democratic Republic	22	0	0	0	0	0	0	0	0	0	0	0	
Latvia	0	0	0	0	0	7,507	8,195	3,178	752	55	102	0	
Lebanon	1,057	1,143	1,438	3,522	4,029	2,776	3,141	4,373	5,769	5,174	4,432	17,767	
Lesotho	0	42	19	786	0	0	1,272	0	0	0	0	0	
Liberia	31,021	24,851	18,722	42,768	78,692	97,209	58,249	85,301	43,285	56,864	183,912	91,750	
Libya	834	90	1	288	62	233	307	213	3,603	234	69	593	
Lithuania	0	0	0	0	127	103	5,677	13,160	1,946	15,402	26,418	19,344	
Luxembourg	0	0	0	0	0	0	0	0	0	0	0	600	
Macao, China	8	0	0	0	0	0	0	0	0	0	0	0	
Macedonia, The Former Yugoslav Republic of	0	0	0	0	0	0	0	0	0	0	0	0	
Madagascar	396	410	503	1,168	2,261	920	492	210	238	161	18	263	
Malawi	1	9	178	33	6	0	0	0	34	138	100	202	
Malaysia	4,800	8,201	27,341	48,427	38,453	39,433	53,868	58,922	133,143	154,752	386,843	338,997	
Maldives	0	0	0	0	0	0	0	0	0	0	0	0	
Mali	203,947	179,251	98,062	144,972	158,364	224,291	297,312	325,961	266,996	226,135	241,819	295,022	
Malta	2,846	2,030	2,821	3,824	7,424	16,373	5,898	49,144	350,756	7,650	519	23,605	
Marshall Islands	0	0	0	0	0	0	0	0	0	0	899	385	
Mauritania	5,204	9,085	6,592	4,072	2,927	19,325	14,329	8,203	9,504	7,485	7,249	11,505	
Mauritius	1,226	286	212	69	114	287	613	3,378	2,006	933	1,439	518	
Mayotte	0	0	12	52	30	135	144	148	110	65	120	0	
Mexico	667	151	164	56	91	2,584	548	20,745	34,967	72,140	66,279	63,914	
Mongolia	0	0	0	0	0	0	251	0	0	0	0	0	
Montserrat	0	0	5,341	0	0	0	0	0	0	0	0	0	
Morocco	12,107	12,445	15,854	14,627	11,918	9,969	8,914	12,740	13,448	12,785	14,391	16,139	
Mozambique	215	167	378	328	63	204	136	406	3,613	254	508	398	
Myanmar	0	0	0	0	0	0	0	0	191	37	0	476	
Namibia	0	0	0	0	0	0	0	0	31	0	123	1,839	
Nauru	0	0	0	0	0	0	0	0	0	0	0	0	
Nepal	0	0	0	2	0	0	0	0	0	0	0	0	
Netherland Antilles	0	0	0	76	169	598	181	0	46	55	0	33	
Netherlands	513,610	940,173	975,815	713,194	797,737	786,890	737,093	1,100,302	1,428,163	1,462,041	1,296,367	949,628	
New Caledonia	0	4	26	0	0	47	121	5	46	0	23	33	
New Zealand	38	44	369	33	150	105	182	174	90	74	75	15	
Nicaragua	0	0	0	0	0	0	0	0	15	0	88	0	
Niger	41,144	51,930	49,910	40,033	38,834	45,207	48,330	55,593	59,522	52,933	46,854	63,818	
Nigeria	51,036	465,746	164,647	496,493	578,149	588,128	644,226	625,245	715,570	668,582	663,914	867,737	
Norfolk Island	0	0	6,968	0	0	0	0	0	0	0	0	0	
Northern Mariana Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Norway	2,990	597	1,389	1,443	17,583	2,364	755	421	221	945	3,970	78,996	
Oceania Nes	0	0	0	0	910	0	0	0	0	0	0	0	
Oman	0	23	45	9	36	18	0	123	113	56	0	0	
Pakistan	633	10,433	8,998	8,329	4,541	934	4,522	7,683	348	3,515	3,577	887	
Palau	0	0	0	0	0	0	0	0	0	0	0	0	
Palestine, State of	0	0	0	0	0	0	0	0	0	0	0	0	
Panama	123,739	3,262	2,862	4,760	315,450	191,626	7,449	7,438	622	742	327	1,619	
Papua New Guinea	0	0	0	0	0	0	0	0	0	0	0	0	
Paraguay	0	0	0	0	0	0	0	0	0	0	0	0	
Peru	350	156	106	381	315	215	558	488	214	667	618	634	
Philippines	1,557	225	1,143	1,133	2,814	3,382	2,926	2,943	405	3,129	485	2,542	
Poland	50,190	77,995	91,901	82,163	89,164	67,443	77,138	95,719	97,045	113,605	139,494	119,052	
Portugal	9,222	14,797	17,099	24,761	10,026	10,824	17,809	19,638	17,454	16,029	14,020	18,967	
Qatar	4	165	8	0	255	630	308	1,408	636	374	768	1,221	
Republic of Moldova	0	0	0	1	0	0	0	0	0	0	0	0	
Romania	644	848	1,496	4,400	2,053	6,543	9,310	8,028	3,309	6,077	13,300	11,024	
Russian Federation	84,758	137,084	116,723	112,868	114,520	14,591	11,479	3,896	2,000	0	5,970	2,166	
Rwanda	41	167	0	98	127	64	26	66	86	27	0	52	
Saint Helena	0	1,149	0	0	0	0	0	5	0	0	0	0	
Saint Kitts and Nevis	0	0	0	1	6	3	0	7	0	0	0	0	
Saint Vincent and the Grenadines	2,185	989	530	559	444	411	2,541	1,246	376	314	352	657	
Samoa	0	0	0	0	0	0	0	0	0	0	0	0	
Sao Tome and Principe	283	47	14	2	184	118	108	65	42	39	171	0	
Saudi Arabia	878	1,301	2,259	4,455	5,175	6,763	5,716	4,579	1,090	1,847	1,169	3,990	
Senegal	71,118	57,318	95,821	101,267	131,541	95,771	127,100	163,839	146,310	113,019	172,163	218,861	
Serbia	0	0	0	0	0	1,785	2,159	34	89	28	0	222	
Serbia and Montenegro	3,517	779	1,800	1,607	2,098	0	0	0	0	0	0	0	
Seychelles	1,016	167	0	26	3	0	10	196	6	3	5	147	
Ship stores and bunkers	30,291	50,099	43,410	15,070	3,410	56,493	45,469	2,369	1,686	0	0	0	
Sierra Leone	20,156	27,629	39,336	42,510	61,481	47,544	41,504	51,303	40,646	30,121	61,530	56,800	
Singapore	1,588	6,906	19,782	14,497	8,953	7,587	8,094	81,198	19,960	44,586	19,853	10,692	
Slovakia	0	0	0	0	0	0	71	0	1	41	0	0	
Slovenia	0	0	0	515	898	2,449	3,505	6,367	1,686	1,307	6,654	12,962	
Solomon Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Somalia	22	0	0	0	0	0	0	0	0	0	0	0	
South Africa	12,024	14,031	15,629	15,308	17,393	23,924	28,937	39,586	26,073	110,222	605,438	396,255	
Spain	146,751	246,815	303,022	192,091	192,575	246,794	292,771	223,555	191,088	253,169	181,267	209,314	
Sri Lanka	136	108	0	4	103	37	273	0	105	0	409	392	
St. Pierre and Miquelon	0	0	0	0	0	0	0	0	0	0	0	0	
Sudan (North + South)	0	14	1	17	0	0	19	275	1,690	289	1	42	
Suriname	0	0	0	0	0	0	0	0	0	1,082	0	0	
Swaziland	0	153	0	0	1	0	0	0	0	0	0	0	
Sweden	408	598	839	501	773	649	1,771	1,478	362	11,171	8,259	20,540	
Switzerland	3,920	6,053	4,728	50,856	23,239	31,029	32,495	74,296	218,149	170,324	163,562	268,905	
Syrian Arab Republic	290	481	1,222	1,554	3,258	1,809	2,686	4,128	2,098	2,871	1,713	1,048	
Taipei, Chinese	27,976	22,900	14,813	10,203	10,619	23,589	8,944	7,997	10,558	3,912	5,637	6,598	
Tajikistan	0	0	0	0	0	0	0	0	0	0	0	0	
Tanzania, United Republic of	379	719	1,052	13,794	2,433	1,412	832	898	694	350	935	524	
Thailand	9,513	10,667	16,847	8,919	11,690	20,312	8,326	3,529	1,684	11,145	10,480	8,584	
Timor-Leste	1	4	0	2	0	0	0	0	1	0	0	0	
Togo	85,248	80,884	121,411	103,937	73,124	93,199	77,386	138,495	70,414	66,826	140,978	123,018	
Tokelau	0	0	0	0	0	0	0	0	0	0	0	0	
Trinidad and Tobago	52	137	84	187	22,828	0	46	0	0	0	0	0	
Tunisia	12,213	13,814	24,143	15,473	14,667	17,323	23,718	21,417	18,477	22,276	9,996	11,592	
Turkey	13,200	27,950	32,335	47,136	21,022	36,759	84,157	76,781	92,228	100,446	108,372	111,794	
Turkmenistan	0	0	0	0	0	0	0	0	0	0	0	0	
Turks and Caicos Islands	0	0	0	0	0	3	0	0	0	0	0	0	
Tuvalu	0	0	0	0	0	0	0	0	0	51	0	2	
Uganda	162	443	836	1,044	1,474	2,199	1,981	2,809	2,632	1,988	3,834	2,042	
Ukraine	0	0	0	264	459	12,487	17,754	31,930	4,260	16,928	12,254	5,683	
United Arab Emirates	2,711	1,812	2,885	8,165	6,759	12,092	13,604	14,786	5,337	5,692	7,091	11,195	
United Kingdom	79,689	131,094	0	138,999	104,217	310,764	300,342	278,106	259,255	279,676	126,583	257,785	
United States Minor Outlying Islands	0	0	1	22	0	23	7	27	0	0	0	0	
United States of America	272,718	374,713	389,894	669,242	1,023,795	739,358	547,195	945,133	800,287	1,060,103	1,318,512	877,921	
Uruguay	0	0	27	26	74	0	0	0	36	0	70	156	
Uzbekistan	0	0	0	0	0	0	0	0	0	15	0	0	
Vanuatu	484	581	275	315	173	1,052	954	704	470	357	351	955	
Venezuela	337	225	156	0	5	4	0	43	0	454	85	3	
Viet Nam	5,233	4,747	6,454	7,113	12,719	13,747	34,157	64,292	66,031	105,627	111,935	112,965	
Wallis and Futuna Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Western Sahara	0	0	0	130	0	0	0	0	0	0	0	0	
Yemen	0	0	0	0	0	0	0	1	0	20	0	0	
Zambia	356	1,344	355	900	556	634	1,107	421	853	822	1,176	1,239	
Zimbabwe	75	88	166	130	2	24	1	76	100	53	131	229	
