List of importing markets for a product exported by Gambia Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	
Cuba	3	0	0	0	0	0	0	0	0	0	0	
Cyprus	0	5	1	0	0	2	0	10	10	0	0	
Czech Republic	0	0	0	0	0	0	0	0	0	0	0	
Democratic Republic of the Congo	0	0	0	0	0	0	0	6	0	0	0	
Denmark	0	13	141	3,739	116	150	61	503	507	1,345	24	
Djibouti	0	0	0	0	0	0	0	0	0	0	0	
Dominica	0	0	0	0	0	0	0	0	0	25	0	
Egypt	0	0	0	0	0	0	0	6	4	16	5	
El Salvador	0	0	0	0	0	0	0	0	0	0	0	
Equatorial Guinea	0	0	0	0	0	0	0	0	0	0	0	
Ethiopia	0	0	0	0	0	0	0	0	0	0	1	
Fiji	0	0	0	0	0	0	0	0	0	0	108	
Finland	0	0	0	0	1	1	1	0	0	0	9	
France	2,231	47	70	62	74	535	1,708	254	4,851	5,610	1,494	
Free Zones	0	0	0	0	0	0	0	0	0	0	0	
French Polynesia	0	0	0	0	0	0	0	0	0	0	0	
French South Antarctic Territories	0	0	0	0	0	0	0	0	0	0	0	
Gabon	0	10	0	2	0	0	0	0	3	3	0	
Georgia	0	0	0	0	0	0	0	0	0	0	2	
Germany	71	127	507	458	126	476	231	846	73	70	57	
Ghana	24	47	25	25	45	103	67	14	93	489	21	
Gibraltar	0	0	0	0	0	0	0	0	0	0	0	
Greece	0	0	7	0	0	0	851	0	0	0	0	
Grenada	0	0	0	0	0	0	0	0	0	0	0	
Guinea	357	118	47	7	2,297	51	18	18	15,799	2,017	21,945	
Guinea-Bissau	5	118	23	44	5	26	8	6	9,255	817	10,735	
Honduras	0	0	0	0	0	0	0	0	0	0	0	
Hong Kong, China	28	10	57	18	57	3	10	46	1,344	2,742	153	
Hungary	0	0	0	0	0	0	0	0	0	0	0	
Iceland	0	0	0	0	0	0	0	0	0	0	0	
India	2	1	113	50	1	17	94	2,385	2,934	2,825	2,440	
Indonesia	0	0	0	0	41	0	0	0	0	10	4	
Iran (Islamic Republic of)	0	0	0	0	0	0	0	0	0	0	0	
Ireland	0	1	0	0	0	0	0	0	0	0	0	
Israel	0	0	0	0	0	0	0	0	0	0	9	
Italy	36	360	899	6	1	0	8	4	22	7	8	
Jamaica	0	0	0	0	0	0	0	0	0	0	0	
Japan	36	22	4	100	46	46	77	44	61	0	0	
Jordan	0	0	0	0	0	0	0	0	0	0	0	
Kazakhstan	0	0	0	0	0	0	0	0	0	0	0	
Kenya	0	0	6	0	0	0	0	1	3	0	0	
Korea, Democratic People's Republic of	0	0	16	0	0	0	0	0	24	0	0	
Korea, Republic of	6	0	49	0	7	0	0	6	125	38	0	
Kuwait	0	0	0	0	0	0	0	0	0	0	0	
Latvia	0	0	0	0	0	0	0	0	0	0	0	
Lebanon	1	0	0	0	0	12	0	3	8	2	88	
Lesotho	0	0	0	0	0	0	0	0	0	0	0	
Liberia	0	0	22	23	5	9	12	19	17	23	53	
Libya	0	0	0	0	0	0	0	0	0	0	3	
Lithuania	0	0	0	0	0	0	0	0	0	0	0	
Luxembourg	0	0	0	0	0	0	0	0	0	0	0	
Macao, China	0	0	0	0	0	0	0	0	0	0	0	
Malawi	0	0	1	0	0	0	0	0	3	0	7	
Malaysia	0	0	0	0	3	0	13	0	0	0	0	
Mali	11	7	0	1,318	9	20	6	121	89	156	15,813	
Malta	0	0	0	0	0	0	0	0	0	0	0	
Mauritania	10	3	8	0	155	0	943	393	562	58	164	
Mauritius	0	0	0	0	0	0	0	0	0	0	1	
Mexico	1	0	0	0	0	0	0	0	0	0	0	
Mongolia	0	0	0	0	0	0	0	0	0	0	0	
Morocco	0	0	16	0	0	225	0	130	11	2	0	
Mozambique	0	0	0	0	0	0	0	0	0	0	5	
Myanmar	0	0	0	0	0	0	0	0	0	0	0	
Namibia	0	0	0	0	0	0	0	0	0	0	0	
Nauru	0	0	0	0	0	0	0	0	0	0	0	
Netherland Antilles	0	0	0	0	0	0	0	0	0	0	45	
Netherlands	44	136	351	2,868	401	129	810	1,592	854	772	736	
New Caledonia	0	0	0	0	0	0	0	0	0	0	0	
New Zealand	0	0	0	0	0	0	0	0	0	0	0	
Nicaragua	0	0	0	0	0	0	0	0	0	0	1	
Niger	0	0	0	0	0	2	0	0	2	0	1	
Nigeria	10	12	24	0	3	7	0	115	98	9	86	
Norway	1	2	0	2	0	2	5	4	18	25	0	
Oman	0	0	0	0	0	0	0	0	0	0	0	
Pakistan	1	4	0	0	11	0	0	0	113	1	0	
Palau	0	0	0	0	0	0	0	0	0	0	0	
Panama	0	0	0	0	0	0	0	0	0	9	99	
Paraguay	0	0	0	0	0	0	0	0	0	0	0	
Peru	0	0	0	0	0	0	0	0	0	93	20	
Poland	0	0	12	0	0	0	0	0	0	2	0	
Portugal	88	0	7	107	7	0	324	13	2	67	0	
Qatar	0	0	0	0	0	0	0	0	0	0	0	
Romania	0	0	0	7	0	0	0	0	0	0	0	
Russian Federation	0	0	5	0	0	0	0	0	1	0	4	
Saint Helena	0	0	0	0	0	0	0	0	0	0	0	
Saudi Arabia	0	0	0	0	0	0	9	0	11	1	1	
Senegal	166	305	240	134	456	3,530	3,150	2,380	17,683	5,566	33,411	
Serbia	0	0	0	0	0	0	0	0	0	0	0	
Serbia and Montenegro	0	0	0	0	0	0	0	0	0	0	0	
Sierra Leone	69	444	111	89	8	0	38	16	22	11	95	
Singapore	0	0	0	20	0	0	0	652	1,321	376	343	
Slovenia	0	0	0	0	0	0	0	0	0	0	0	
Solomon Islands	0	0	0	0	0	0	0	0	0	4	2	
Somalia	0	0	0	0	0	0	0	0	0	0	0	
South Africa	0	1	9	9	14	2	181	81	220	117	11	
Spain	453	166	154	27	15	40	364	1,195	201	608	458	
Special categories	7	0	0	0	0	0	0	0	0	0	0	
Sri Lanka	0	0	0	0	0	0	0	0	0	0	0	
St. Pierre and Miquelon	0	0	0	0	0	0	0	0	0	0	28	
Sudan (North + South)	0	0	0	0	0	0	0	0	0	0	7	
Suriname	0	0	0	0	0	0	0	0	0	0	0	
Swaziland	0	0	0	0	0	0	0	0	0	0	0	
Sweden	4	2	44	14	6	4	3	6	0	8	4	
Switzerland	2	1,194	8	375	0	0	0	0	45	29	16	
Syrian Arab Republic	0	0	0	0	0	0	0	0	12	0	0	
Taipei, Chinese	1	0	0	0	0	0	0	0	131	448	159	
Tanzania, United Republic of	0	0	0	0	0	0	0	0	3	50	0	
Thailand	1	0	1	0	0	176	0	0	499	67	0	
Togo	0	0	0	0	0	0	0	2	13	0	33	
Tokelau	0	0	0	0	0	0	0	0	0	0	0	
Trinidad and Tobago	0	0	0	0	0	0	0	0	59	19	23	
Tunisia	0	0	0	0	0	0	0	0	0	0	0	
Turkey	0	0	0	0	0	0	0	34	0	0	2	
Turks and Caicos Islands	0	0	0	0	0	0	0	0	0	0	0	
Uganda	0	0	0	0	0	0	0	0	0	0	29	
Ukraine	0	0	0	0	0	0	0	0	0	0	0	
United Arab Emirates	0	0	17	2	20	0	6	564	254	210	104	
United Kingdom	1,711	470	1,210	8,397	945	5,618	2,471	1,382	4,918	8,868	2,244	
United States Minor Outlying Islands	0	0	0	0	0	0	0	0	0	0	0	
United States of America	35	21	40	37	71	203	264	452	2,174	746	29	
Uruguay	0	0	0	0	0	0	0	0	118	199	82	
Viet Nam	0	0	0	0	0	0	0	0	0	0	37	
Wallis and Futuna Islands	0	0	0	0	0	0	0	0	0	0	0	
Western Sahara	0	0	0	0	0	0	0	0	0	0	0	
Yemen	0	0	0	0	0	0	0	0	0	0	0	
Zambia	0	0	0	0	0	0	0	0	0	0	0	
Zimbabwe	0	0	6	0	0	0	0	0	3	0	0	
